Urun_Ad,Marka,Seri,Urun_URL,SSD,Islemci_Turu,Islemci_Nesli,Islemci_Modeli,Islemci_Cekirdek_Sayisi,Islemci_Hizi,Ekran_Kart,Ekran_Karti_Modeli,Ekran_Karti_Tipi,Ekran_Karti_Hafizasi,RAM,RAM_Frekans,Ram_Turu,Cozunurluk_Format,Ekran_Boyutu,Ekran_Cozunurlugu,Ekran_Yenileme_Hizi,Panel_Tipi,Isletim_Sistemi,Agirlik,Pil_Gucu,Fiyat,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"Casper Excalibur G870.1245-BVG0X-B i5-12450H 16 GB 500 GB SSD RTX2050 15.6"" Full HD Gaming Laptop",Casper,Casper Excalibur,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g870-1245-bvg0x-b-i5-12450h-16-gb-500-gb-ssd-rtx2050-15-6-full-hd-notebook-fiyati,235911440.html",500 GB,Intel Core i5,12. Nesil,i5-12450H,8.0,3.3 GHz,NVIDIA,RTX 2050,Harici,4 GB,16 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.5,61 Wh,27.16,9.642329,5.863995,17.956282,0.0,4.120682,0.8374756,0.0,8.603082,7.3001056,2.678948,5.698813,7.697993,8.319058,4.322072,0.9227188,6.6851726,11.412404,7.3937526,2.4064922,2.6857433,8.1454525,11.5760355,5.5029774,5.699535,7.685098,1.9220716,10.4211645,6.6900554,10.38953,7.8674674,2.1789799,1.8696189
"MSI Pulse 17 AI C1VFKG-037TR Ultra 7 155H 32 GB 1 TB SSD RTX4060 17"" Gaming Laptop",MSI,MSI Pulse,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-pulse-17-ai-c1vfkg-037tr-ultra-7-155h-32-gb-1-tb-ssd-rtx4060-17-gaming-laptop-fiyati,760256698.html",1 TB,Intel Core Ultra 7,,155H,16.0,1.40 GHz,NVIDIA,RTX 4060,Harici,8 GB,32 GB,5600 MHz,DDR5,Full HD,17 inç,2560x1600 px,240 Hz,IPS Level,Windows 11 Home,2.35,90 Wh,82.021,2.7282538,5.6360755,0.0,0.0,5.264348,6.7406344,0.0,12.830717,2.296281,9.14047,3.4326394,12.196961,4.9411736,7.4250712,6.36992,5.201228,16.812817,1.0147759,9.282716,10.948705,3.6184354,13.74436,8.022503,0.41735107,2.9856884,4.3843513,9.90938,5.647985,2.140652,7.408888,8.196465,5.454933
"Asus TUF Gaming F15 FX507ZC4-HN364 i5-12500H 8 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Asus,Asus TUF Gaming,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-f15-fx507zc4-hn364-i5-12500h-8-gb-512-gb-ssd-rtx3050-15-6-full-hd-gaming-laptop-fiyati,932285113.html",512 GB,Intel Core i5,12. Nesil,i5-12500H,12.0,3.3 GHz,NVIDIA,RTX 3050,Harici,4 GB,8 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS Level,Free Dos,2.2,56 Wh,32.559,6.448457,1.0087702,13.514013,0.0,9.112627,4.8589454,0.0,12.349787,6.530869,3.765122,7.236505,7.8148184,8.356486,3.5439868,1.0426346,8.745322,4.584164,7.4517,6.3543735,6.5685015,2.9055529,6.177555,9.529487,8.647548,6.7008777,4.017195,10.174373,2.4202573,9.2917,4.5632353,1.997896,2.3196664
"Casper Excalibur G770.1245-DFJ0X-B i5-12450H 32 GB 1 TB SSD RTX3050 15.6"" Full HD Gaming Laptop",Casper,Casper Excalibur,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g770-1245-dfj0x-b-intel-core-i5-12450h-32gb-ram-1tb-ssd-4gb-rtx3050-freedos-fiyati,170529683.html",1 TB,Intel Core i5,12. Nesil,i5-12450H,8.0,3.3 GHz,NVIDIA,RTX 3050,Harici,4 GB,32 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.35,52 Wh,28.999,7.5031576,6.20177,14.333656,0.0,3.00873,1.9929863,0.0,8.095129,7.47861,2.5576324,4.9200788,10.266846,8.162725,4.5203934,3.8739638,5.848725,10.116859,8.833201,3.0215979,3.0306218,7.0913606,14.336985,10.783992,4.8289204,6.818645,0.0,10.963321,4.441078,11.232386,7.463571,1.6763576,2.1412873
"Acer Nitro V 15 ANV15-41-R99V NH.QSFEY.003 Ryzen 7 7735HS 32 GB 512 GB SSD RTX4060 15.6"" Full HD Gaming Laptop",Acer,Acer Nitro 5,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-acer-nitro-v-15-anv15-41-r99v-nh-qsfey-003-ryzen-7-7735hs-32-gb-512-gb-ssd-rtx4060-15-6-full-hd-notebook-fiyati,664580043.html",512 GB,AMD Ryzen 7,,7735HS,8.0,3.20 GHz,NVIDIA,RTX 4060,Harici,8 GB,32 GB,3200 MHz,DDR5,Full HD,15.6 inç,1920x1080 px,165 Hz,IPS,Free Dos,2.1,59 Wh,43.199,1.6708595,6.600494,4.619975,0.0,3.6809037,2.8985333,0.0,11.662346,3.2642038,2.073054,9.010119,9.446413,8.866844,6.216906,4.2979703,5.8525276,9.44044,1.7739713,8.166005,2.0860796,6.6572633,5.9089212,16.028965,3.8115742,4.3677254,7.8900075,9.53798,1.4965491,4.493741,2.992766,10.246384,10.722775
"Asus TUF Gaming F15 FX507VU-LP259W i7-13620H 16 GB 512 GB SSD RTX4050 15.6"" Full HD Gaming Laptop",Asus,Asus TUF Gaming,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-f15-fx507vu-lp259w-i7-13620h-16-gb-512-gb-ssd-rtx4050-15-6-full-hd-notebook-fiyati,668619028.html",512 GB,Intel Core i7,13. Nesil,i7-13620H,10.0,3.60 GHz,NVIDIA,RTX 4050,Harici,6 GB,16 GB,4800 MHz,DDR5,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS Level,Windows 11 Home,2.2,90 Wh,45.472,8.180871,2.8683548,8.622129,0.0,7.6357245,10.128686,0.0,12.303014,2.5239806,6.422139,2.23251,8.542199,5.1572666,4.8572016,7.1460114,9.913105,12.716601,6.103447,15.193233,4.3106933,0.88439614,3.031627,5.982263,7.755778,8.962809,4.3468595,12.625916,3.4037461,10.769484,9.248584,1.3160143,9.234863
"Asus TUF Gaming A15 FA507NUR-LP036 Ryzen 7 7435HS 16 GB 512 GB SSD RTX4050 15.6"" Full HD Gaming Laptop",Asus,Asus TUF Gaming,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-a15-fa507nur-lp036-ryzen-7-7435hs-8-gb-512-gb-ssd-rtx4050-15-6-full-hd-gaming-laptop-fiyati,703450300.html",512 GB,AMD Ryzen 7,,7435HS,8.0,3.10 GHz,NVIDIA,RTX 4050,Harici,6 GB,16 GB,4800 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS Level,Free Dos,2.2,90 Wh,37.399,3.7500663,3.2652903,7.9776907,0.0,8.033738,7.767312,0.0,15.764148,4.0852065,6.3513722,4.8946753,10.411593,4.555562,5.734525,5.795488,8.998888,6.363862,7.1681557,11.8930435,3.9288652,5.317505,3.1432774,14.563089,6.1333885,5.9342837,4.2772326,10.955831,5.981421,9.164086,9.404629,6.170846,11.669403
"HP Victus 16-R1032NT 9J234EA i7-14700HX 32 GB 1 TB SSD RTX4060 16.1"" Full HD Gaming Laptop",HP,HP Victus,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-hp-victus-16-r1032nt-9j234ea-i7-14700hx-32-gb-1-tb-ssd-rtx4060-16-1-full-hd-notebook-fiyati,501885315.html",1 TB,Intel Core i7,14. Nesil,i7-14700HX,20.0,2.10 GHz,NVIDIA,RTX 4060,Harici,8 GB,32 GB,3200 MHz,DDR4,Full HD,16.1 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.35,60 Wh,54.999,3.5567997,7.0390086,8.001261,0.0,1.3483024,0.19476242,0.0,4.000758,1.5797446,6.3395567,7.5196857,8.760869,8.229175,4.7111826,0.0,3.433286,13.85336,0.51911116,4.7329626,4.565997,10.421723,16.525814,8.700573,5.5406175,2.2082906,5.946547,11.2727375,2.7519763,8.853156,7.708418,6.520283,7.6277657
"Monster Abra A5 V20.3.2 i7-13700H 32 GB 1 TB SSD RTX4050 15.6"" FreeDOS Full HD Gaming Laptop",Monster,Monster Abra A5,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-monster-abra-a5-v20-3-2-i7-13700h-32-gb-1-tb-ssd-rtx4050-15-6-full-hd-notebook-fiyati,122358406.html",1 TB,Intel Core i7,13. Nesil,i7-13700H,14.0,3.70 GHz,NVIDIA,RTX 4050,Harici,6 GB,32 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.0,62.32 Wh,46.3,3.320262,6.7560143,5.146225,0.0,6.7872047,7.437293,0.0,4.2658806,6.326548,3.5247138,6.809097,10.013051,12.035535,5.178524,8.60161,4.7078743,15.103004,3.9544137,3.6240563,1.5755445,2.6549523,7.5875173,6.584989,6.9858603,4.0681534,6.293652,13.5793495,4.307809,8.04778,9.083371,1.7230953,3.2367232
"Asus TUF Gaming A15 FA507NV-LP019W Ryzen 7 7735HS 8 GB 512 GB SSD RTX4060 15.6"" Full HD Gaming Laptop",Asus,Asus TUF Gaming,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-a15-fa507nv-lp019w-ryzen-7-7735hs-8-gb-512-gb-ssd-rtx4060-15-6-full-hd-notebook-fiyati,449002589.html",512 GB,AMD Ryzen 7,,7735HS,8.0,3.20 GHz,NVIDIA,RTX 4060,Harici,8 GB,8 GB,4800 MHz,DDR5,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS Level,Windows 11 Home,2.2,90 Wh,44.07,5.6532855,1.5940996,3.8909955,0.0,7.6089892,8.225051,0.0,16.545631,2.2980661,5.540089,9.079916,11.605778,4.1904936,4.50537,2.9579797,10.033624,6.4466734,3.3084862,15.586303,5.546704,2.5093243,4.9616337,16.217892,5.7822895,5.3118987,5.1315804,9.789771,2.5911305,7.36093,3.1135895,6.936435,8.2610035
"Dell G16 G76302401010H i7-13700HX 16 GB 512 GB SSD RTX4060 16"" Gaming Laptop",Dell,Dell G16,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-dell-g76302401010h-i7-13700hx-16-gb-512-gb-ssd-rtx4060-16-notebook-fiyati,492105755.html",512 GB,Intel Core i7,13. Nesil,i7-13700HX,,,NVIDIA,RTX 4060,Harici,8 GB,16 GB,3200 MHz,DDR4,Full HD,16 inç,2560x1600 px,144 Hz,IPS,Windows 11 Home,2.35,60 Wh,55.199,8.124582,4.946537,5.517709,0.0,6.0258794,1.8466325,0.0,4.321835,1.013699,1.7122923,10.069997,4.111234,10.6854515,8.807841,0.2813616,5.904179,13.369194,0.0,9.136211,0.69503987,5.4704976,9.407944,4.658261,4.175544,5.5291877,7.6812105,7.3727865,2.3199813,10.753827,2.663018,3.4087226,7.565675
"Monster Abra A5 V20.4.4 i5-12450H 16 GB 1 TB SSD RTX4050 15.6"" FreeDOS Full HD Gaming Laptop",Monster,Monster Abra A5,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-monster-abra-a5-v20-4-1-4-i5-12450h-16-gb-1-tb-ssd-rtx4050-15-6-full-hd-notebook-fiyati,298916912.html",1 TB,Intel Core i5,12. Nesil,i5-12450H,8.0,3.3 GHz,NVIDIA,RTX 4050,Harici,6 GB,16 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.0,62.32 Wh,38.75,4.207535,9.716444,13.136034,0.0,4.0636573,6.2451935,0.0,9.166575,7.6201425,0.0,5.981308,8.835129,8.226599,6.767729,5.4929852,6.418339,11.338358,7.20085,4.808863,1.05467,5.122988,7.6792493,8.230966,2.4120474,8.10123,2.9976678,9.581505,6.5238237,9.993774,9.529019,1.7279868,3.0508342
"Acer Nitro V 15 ANV15-41-R5QL NH.QPFEY.001 Ryzen 5 7535HS 8 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Acer,Acer Nitro 5,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-acer-nitro-v-15-anv15-41-r5ql-nh-qpfey-001-ryzen-5-7535hs-8-gb-512-gb-ssd-rtx3050-15-6-full-hd-gaming-laptop-fiyati,807314061.html",512 GB,AMD Ryzen 5,,7535HS,12.0,3.3 GHz,NVIDIA,RTX 3050,Harici,6 GB,8 GB,3200 MHz,DDR5,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Windows 11 Home,2.35,59 Wh,27.997,7.3904257,4.7237873,12.552622,0.0,2.312668,4.2456036,0.0,13.820789,6.0955224,2.2645822,9.663829,7.261111,5.579025,5.071234,4.976132,7.02192,6.2258606,5.477157,9.616059,0.0,4.93334,5.958255,13.391723,2.909718,7.9130044,5.0174966,10.111621,3.6438942,4.4755516,1.8845043,8.482383,5.712038
"Dell G15 5530 G155530005U i7-13650HX 16 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Dell,Dell G15,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-dell-g15-5530-g155530005u-i7-13650hx-16-gb-512-gb-ssd-rtx3050-15-6-full-hd-notebook-fiyati,310916859.html",512 GB,Intel Core i7,13. Nesil,i7-13650HX,14.0,3.60 GHz,NVIDIA,RTX 3050,Harici,6 GB,16 GB,3200 MHz,DDR5,Full HD,15.6 inç,1920x1080 px,120 Hz,IPS,Linux,2.81,56 Wh,39.999,7.9874434,6.6990166,9.174801,0.0,7.2923646,5.923581,0.0,5.4335785,2.7178645,2.300838,7.10203,4.176376,12.084671,7.9078393,6.036265,6.470308,13.416148,3.4938185,9.604184,0.65144664,5.164683,3.522768,8.176045,7.8431826,5.766831,7.6003838,8.27969,0.9542504,12.274651,5.454953,3.223146,10.049388
"Lenovo Legion Pro 5 16IRX8 82WK0023TX i7-13700HX 32 GB 1 TB SSD RTX4070 16"" WQXGA Gaming Laptop",Lenovo,Lenovo Legion Pro,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-legion-pro-5-16irx8-82wk0023tx-i7-13700hx-32-gb-1-tb-ssd-rtx4070-16-wqxga-notebook-fiyati,534610385.html",1 TB,Intel Core i7,13. Nesil,i7-13700HX,16.0,3.70 GHz,NVIDIA,RTX 4070,Harici,8 GB,32 GB,4800 MHz,DDR5,WQXGA,16 inç,2560x1600 px,240 Hz,IPS,Windows 11 Home,2.35,80 Wh,79.999,9.940718,6.2989783,0.0,0.0,8.030201,4.5599475,0.0,3.587231,0.0,8.468185,4.3032827,11.816156,6.4492593,7.814199,9.908062,1.0376047,20.53927,1.1301028,5.480753,2.684989,1.3108052,14.961822,8.265757,6.7906876,2.3273664,1.9931196,4.513588,3.530737,10.122875,4.229171,1.398994,8.016861
"MSI Raider A18 HX A9WIG-092TR Ryzen 9 9955HX3D 64 GB 2 TB SSD RTX5080 18"" Gaming Laptop",MSI,MSI Raider,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-raider-a18-hx-a9wig-092tr-ryzen-9-9955hx3d-64-gb-2-tb-ssd-rtx5080-18-gaming-laptop-fiyati,953826850.html",2 TB,AMD Ryzen 9,,9955HX3D,16.0,2.50 GHz,NVIDIA,RTX 5080,Harici,16 GB,64 GB,5600 MHz,DDR5,Full HD,18 inç,3840x2400 px,120 Hz,IPS Level,Windows 11 Home,3.6,99.90 Wh,220.886,5.526477,0.0,12.275738,0.0,0.0,1.0538545,0.0,15.686628,4.802188,9.344821,1.9943744,4.589061,3.0358963,9.725622,7.534734,4.493235,9.701392,4.024008,9.282436,5.880085,1.2998654,12.972341,8.959892,1.740722,5.46284,2.4814625,9.324809,5.1418066,0.0,3.3865426,8.471133,11.298741
"Asus Rog Strix G16 G614JVR-N3117 i9-14900HX 32 GB 1 TB SSD RTX4060 16"" WUXGA Gaming Laptop",Asus,Asus Rog,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-rog-strix-g16-g614jvr-n3117-i9-14900hx-32-gb-1-tb-ssd-rtx4060-16-wuxga-notebook-fiyati,565142667.html",1 TB,Intel Core i9,14. Nesil,i9-14900HX,24.0,2.20 GHz,NVIDIA,RTX 4060,Harici,8 GB,32 GB,5600 MHz,DDR5,WUXGA,16 inç,1920x1200 px,165 Hz,IPS Level,Free Dos,2.5,90 Wh,83.899,6.1526923,7.5567675,9.332493,0.0,8.204008,5.795154,0.0,13.350328,0.0,11.074621,2.5039928,8.852641,3.1981735,7.853729,2.0894256,4.8561234,16.208406,1.6072053,8.646833,12.884884,3.6345804,12.839354,5.3489585,6.514477,5.329296,6.5730753,3.0558093,0.013519624,4.635909,4.689974,8.142463,7.8703666
"Casper Excalibur G770.1270-DFJ0X-B i7-12700H 32 GB 1 TB SSD RTX3050 15.6"" Full HD Gaming Laptop",Casper,Casper Excalibur,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-excalibur-g770-1270-dfj0x-b-intel-12-nesil-i7-12700h-32gb-ram-1tb-ssd-4gb-rtx3050-freedos-fiyati,1944513904.html",1 TB,Intel Core i7,12. Nesil,i7-12700H,14.0,3.50 GHz,NVIDIA,RTX 3050,Harici,4 GB,32 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.1,52 Wh,34.898,5.594274,2.2721727,6.9815826,0.0,4.6746,2.0122392,0.0,5.801037,8.045682,2.319413,3.213938,9.128079,11.709656,4.1232066,6.072577,5.8436866,9.111564,8.226885,3.6780925,2.5008786,6.8580103,13.677558,12.211443,6.3381634,3.7420857,0.0,15.832369,3.7323768,11.023623,8.710086,1.1609154,4.7437134
"MSI Thin 15 B12VE-1892XTR i7-12650H 16 GB 512 GB SSD RTX4050 15.6"" Full HD Gaming Laptop",MSI,MSI Thin,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-thin-15-b12ve-1892xtr-i7-12650h-16-gb-512-gb-ssd-rtx4050-15-6-full-hd-gaming-laptop-fiyati,687558249.html",512 GB,Intel Core i7,12. Nesil,i7-12650H,10.0,3.50 GHz,NVIDIA,RTX 4050,Harici,6 GB,6 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.86,60 Wh,40.0,0.58355314,1.9568851,10.95193,0.0,1.7984115,5.942417,0.0,6.3110538,6.5386806,2.2134368,7.186173,6.2241673,10.774131,5.001897,3.8147106,5.3925233,6.3838305,4.893642,6.709632,1.9050759,4.9303713,5.3603806,8.513852,5.3744807,4.9609838,5.0011935,14.354775,4.4185705,7.4173656,9.159569,1.919277,8.3346195
"HP 15-EC2059NT 68N74EA Ryzen 5 5600H 8 GB 512 GB SSD GTX1650 15.6"" Full HD Gaming Laptop",HP,HP Pavilion,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-hp-pavilion-15-ec2059nt-68n74ea-r5-5600h-8-gb-512-gb-ssd-gtx1650-144hz-15-6-dos-fhd-dizustu-bilgisayar-fiyati,1848354084.html",512 GB,AMD Ryzen 5,,5600H,6.0,3.3 GHz,NVIDIA,GTX 1650,Harici,4 GB,8 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.35,60 Wh,34.999,7.1398864,3.3502991,14.955149,0.0,2.9644716,2.5810676,0.0,9.698221,6.455039,4.980779,13.039732,7.1392584,6.946131,3.847861,1.4637866,5.8016324,3.8739848,5.5653358,5.481979,0.2070891,8.472959,9.355475,13.450123,5.7449136,4.990796,5.8679533,10.265043,5.189898,7.6100745,3.5548737,7.4659195,5.9314485
"Lenovo LOQ 15IAX9 83GS0099TR i5-12450HX 24 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Lenovo,Lenovo LOQ,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-15iax9-83gs0099tr-i5-12450hx-24-gb-512-gb-ssd-rtx3050-15-6-full-hd-gaming-laptop-fiyati,768271187.html",512 GB,Intel Core i5,12. Nesil,i5-12450HX,8.0,3.10 GHz,NVIDIA,RTX 3050,Harici,6 GB,24 GB,4800 MHz,DDR5,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.35,60 Wh,32.399,6.980692,5.9263806,15.649435,0.0,1.8858999,4.0260453,0.0,7.069567,0.74035436,2.728437,8.85576,9.969156,7.6314926,5.366886,2.2034347,3.944454,8.848945,6.3449297,12.188217,0.0,5.665052,5.500886,15.837149,8.3087845,5.265294,0.28014517,5.3596926,3.2418122,15.482959,6.7957573,0.0,11.3474865
"HP Victus 16-S0025NT 7Z591EA Ryzen 5 7640HS 16 GB 1 TB SSD RTX4050 16.1"" Full HD Gaming Laptop",HP,HP Victus,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-hp-victus-7z591ea-ryzen-5-7640hs-16-gb-1-tb-ssd-rtx4050-16-1-full-hd-notebook-fiyati,179748937.html",1 TB,AMD Ryzen 5,,7640HS,6.0,4.30 GHz,NVIDIA,RTX 4050,Harici,6 GB,16 GB,5600 MHz,DDR5,Full HD,16.1 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.3,70 Wh,37.999,5.54397,13.159824,11.980929,0.0,0.24874914,7.490855,0.0,8.487631,5.0166254,8.298601,7.9122434,9.432046,0.6763053,4.123952,6.9787116,2.9651482,10.489763,5.204299,5.652664,0.0,10.130081,10.185684,13.164238,2.0383832,3.9797153,7.1284294,7.1397076,7.291928,6.2319245,8.39768,11.536386,5.1874037
"MSI Thin GF63 12VE-082XTR i5-12450H 8 GB 512 GB SSD RTX4050 15.6"" Full HD Gaming Laptop",MSI,MSI Thin,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-gf63-thin-12ve-082xtr-i5-12450h-8-gb-512-gb-ssd-rtx4050-15-6-full-hd-notebook-fiyati,399782033.html",512 GB,Intel Core i5,12. Nesil,i5-12450H,8.0,3.3 GHz,NVIDIA,RTX 4050,Harici,6 GB,8 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS Level,Free Dos,1.86,52.40 Wh,38.5,3.9770863,3.9455311,17.527077,0.0,3.844901,7.1720705,0.0,11.466943,8.286791,3.3522031,8.280432,7.8618855,6.979879,3.8998978,1.7283089,8.345941,6.357164,6.4046135,5.8629622,5.005371,3.376733,5.0104985,5.2427015,5.354308,8.985589,6.226849,12.116191,5.7901855,6.8519588,7.6636505,2.779539,1.996357
"Asus ROG Strix G16 G614JV-N3110 i7-13650HX 16 GB 512 GB SSD RTX4060 16"" WUXGA Gaming Laptop",Asus,Asus ROG,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-rog-strix-g16-g614jv-n3110-i7-13650hx-16-gb-512-gb-ssd-rtx4060-16-wuxga-notebook-fiyati,414048910.html",512 GB,Intel Core i7,13. Nesil,i7-13650HX,14.0,3.60 GHz,NVIDIA,RTX 4060,Harici,8 GB,16 GB,4800 MHz,DDR5,WUXGA,16 inç,1920x1200 px,165 Hz,IPS Level,Free Dos,2.5,90 Wh,61.779,8.49776,5.6976047,7.0507617,0.0,11.902298,5.77634,0.0,12.742026,0.0,8.769103,1.9075603,8.138155,4.0855565,4.9653807,4.117581,8.3223915,15.795666,2.1100085,10.414288,8.799825,2.9915314,3.1274467,4.27961,9.771943,7.510245,9.635059,5.2967424,1.0909069,9.672134,4.8506384,6.5484166,10.968068
"Game Garaj Slayer3 7Xl-4060 V2 C3 i7-13700H 64 GB 1 TB SSD RTX4060 17.3"" Full HD Gaming Laptop",Game,Game Garaj,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-game-garaj-slayer3-7xl-4060-v2-c3-i7-13700h-64-gb-1-tb-ssd-rtx4060-17-3-full-hd-gaming-laptop-fiyati,761699520.html",1 TB,Intel Core i7,13. Nesil,i7-13700H,14.0,3.70 GHz,NVIDIA,RTX 4060,Harici,8 GB,64 GB,3200 MHz,DDR5,Full HD,17.3 inç,1920x1080 px,144 Hz,IPS Level,Free Dos,2.35,90 Wh,50.335,2.9296498,3.7047572,2.0422764,0.0,6.9295287,3.5369196,0.0,8.201264,1.9378548,9.065397,1.6262361,10.665888,8.154509,1.6014098,2.8373303,7.490817,13.986739,0.9782014,5.7152963,10.345607,5.808054,7.0405602,5.511456,9.648522,1.4720718,7.357763,15.402468,2.4216273,5.75601,9.159939,6.758827,5.552112
"Asus TUF GAMING A14 FA401WV-RG025 Ryzen AI 9 HX 370 16 GB 1 TB SSD RTX4060 14"" WQXGA Gaming Laptop",Asus,Asus TUF Gaming,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-a14-fa401wv-rg025-ryzen-ai-9-hx-370-16-gb-1-tb-ssd-rtx4060-14-wqxga-gaming-laptop-fiyati,803153779.html",1 TB,,,HX 370,12.0,2.00 Ghz,NVIDIA,RTX 4060,Harici,8 GB,16 GB,3200 MHz,LPDDR5x,WQXGA,14 inç,2560x1600 px,165 Hz,IPS Level,Free Dos,2.35,73 Wh,65.999,3.0381234,7.0858097,0.0,0.0,12.40076,3.162304,0.0,13.2253685,2.4574564,6.668615,0.05012463,6.1864953,3.317549,9.7948,4.3052607,7.9789686,10.84063,2.6299994,4.415935,11.862616,4.1998158,12.432928,6.116594,2.7488508,2.0789146,4.52518,1.520768,2.0772433,5.6508584,4.3107057,7.879136,5.679407
"Casper Excalibur G770.1245-DVJ0X-B i5-12450H 32 GB 500 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Casper,Casper Excalibur,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g770-1245-dvj0x-b-intel-core-i5-12450h-32gb-ram-500gb-ssd-4gb-rtx3050-freedos-fiyati,170529687.html",500 GB,Intel Core i5,12. Nesil,i5-12450H,8.0,3.3 GHz,NVIDIA,RTX 3050,Harici,4 GB,32 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,2.35,52 Wh,34.229,9.382549,4.4853435,15.4443655,0.0,3.9552002,0.8658158,0.0,7.5318775,8.201574,2.44454,4.896023,8.8957405,8.52969,3.523351,3.43773,6.284631,9.550293,8.819434,2.5007858,1.6685671,6.58168,13.803352,9.35919,6.3243704,7.2062216,0.1629045,11.844857,4.533826,10.939291,6.7381597,1.367712,1.4694152
"MSI Thin GF63 12UC-666XTR i7-12650H 16 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",MSI,MSI Thin,"https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-thin-gf63-12uc-666xtr-i7-12650h-16-gb-512-gb-ssd-rtx3050-15-6-full-hd-notebook-fiyati,282310985.html",512 GB,Intel Core i7,12. Nesil,i7-12650H,10.0,3.50 GHz,NVIDIA,RTX 3050,Harici,4 GB,16 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.86,52.40 Wh,37.15,5.0741205,0.9372373,8.793177,0.0,7.4703107,3.0951324,0.0,8.020921,6.467412,1.8886461,6.6775556,6.0405507,10.918243,3.5240545,2.1663885,6.0187426,5.9923625,6.2642384,5.650766,3.3587189,7.432249,5.447788,8.405437,4.9506464,4.6157117,5.786185,13.493077,8.635759,11.721836,8.62998,3.1666026,5.3830147
