Urun_Ad,Marka,Seri,Urun_URL,SSD,Islemci_Turu,Islemci_Nesli,Islemci_Modeli,Islemci_Cekirdek_Sayisi,Islemci_Hizi,Ekran_Kart,Ekran_Karti_Modeli,Ekran_Karti_Tipi,Ekran_Karti_Hafizasi,RAM,RAM_Frekans,Ram_Turu,Cozunurluk_Format,Ekran_Boyutu,Ekran_Cozunurlugu,Ekran_Yenileme_Hizi,Panel_Tipi,Isletim_Sistemi,Agirlik,Pil_Gucu,Fiyat,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"Casper Nirvana X600.5700-BV00X-G-F Ryzen 7 5700U 16 GB 500 GB SSD Radeon Graphics 15.6"" Full HD Notebook",Casper,Casper Nirvana,"https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-5700-bv00x-g-f-ryzen-7-5700u-16-gb-500-gb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,381495281.html",500 GB,AMD Ryzen 7,,5700U,8.0,1.80 GHz,AMD,Radeon Graphics,Paylaşımlı,6 GB,16 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.6,38 Wh,23.999,5.507747,3.229237,5.1441226,0.0,4.9638495,5.347396,0.0,7.273781,8.834926,5.8756213,6.141008,6.3979554,7.6031814,5.9056373,12.447349,5.9615097,5.5774417,8.820784,4.8408136,0.0,7.4912124,8.308177,9.888741,2.5805173,4.5297847,2.7204344,13.840365,8.431998,6.945107,9.101216,5.9114857,8.505183
"Huawei MateBook 14s 2023 i7-13700H 16 GB 1 TB SSD Iris Xe Graphics 14.2"" Notebook",Huawei,Huawei MateBook,"https//www.akakce.com/laptop-notebook/en-ucuz-huawei-matebook-14s-2023-i7-13700h-16-gb-1-tb-ssd-iris-xe-graphics-14-2-notebook-fiyati,393885500.html",1 TB,Intel Core i7,13. Nesil,i7-13700H,14.0,3.70 GHz,Intel,Iris Xe Graphics,Paylaşımlı,6 GB,16 GB,3200 MHz,DDR4,Full HD,14.2 inç,2520x1680 px,144 Hz,IPS,Windows 11 Home,1.43,56 Wh,51.169,9.059015,7.901644,2.8985343,0.0,9.072631,9.403394,0.0,0.9180373,6.381687,5.227069,5.8382387,3.3149366,9.101705,5.9501586,11.4118,6.076775,12.163674,5.508387,4.9172897,0.84615666,5.463598,8.285369,2.866933,5.320586,5.119082,7.036155,10.515862,3.5536673,10.021783,6.0975266,3.4290857,2.7973251
"HP ProBook 440 G10 8A569EA i7-1355U 16 GB 512 GB SSD RTX2050 14"" Full HD Notebook",HP,HP ProBook,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-probook-440-g10-8a569ea-i7-1355u-16-gb-512-gb-ssd-rtx2050-14-full-hd-notebook-fiyati,421345571.html",512 GB,Intel Core i7,13. Nesil,i7-1355U,10.0,3.70 GHz,NVIDIA,RTX 2050,Harici,4 GB,16 GB,3200 MHz,DDR4,Full HD,14 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.38,51 Wh,37.21,7.4186726,4.503413,4.7761855,0.0,9.192202,6.1074295,0.0,4.2718353,4.809652,6.479331,7.9959364,5.269116,7.8777223,2.9212506,4.287826,5.6899514,7.2203755,4.1836534,4.4304347,3.5569425,6.865677,6.332762,6.176833,7.23973,1.2155983,8.157307,10.252613,6.6437263,11.425376,6.653473,5.581183,2.1700137
"MSI Commercial 14 H A13MG-074XTR i7-13700H 16 GB 1 TB SSD UHD Graphics 14"" WUXGA Notebook",MSI,MSI Commercial,"https//www.akakce.com/laptop-notebook/en-ucuz-msi-commercial-14-h-a13mg-074xtr-i7-13700h-16-gb-1-tb-ssd-uhd-graphics-14-wuxga-notebook-fiyati,556372786.html",1 TB,Intel Core i7,13. Nesil,i7-13700H,14.0,3.70 GHz,Intel,UHD Graphics,Paylaşımlı,6 GB,16 GB,3200 MHz,DDR4,WUXGA,14 inç,1920x1200 px,144 Hz,IPS Level,Free Dos,1.6,53.80 Wh,44.169,5.614413,4.6636734,7.7445245,0.0,7.275284,10.689984,0.0,2.7615688,5.3761325,10.781096,6.486159,3.8366234,6.8152833,5.0776477,11.863252,3.6511962,10.930941,6.0778537,3.108991,6.4458494,3.5395489,6.7676573,0.0,4.8692255,5.02169,8.147451,9.715383,5.430182,5.7223206,7.6298,4.242087,4.812936
"Asus Vivobook Go 15 E1504FA-NJ289 Ryzen 3 7320U 8 GB 512 GB SSD Radeon 610M 15.6"" Full HD Notebook",Asus,Asus Vivobook,"https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-go-15-e1504fa-nj289-ryzen-3-7320u-8-gb-512-gb-ssd-radeon-610m-15-6-full-hd-notebook-fiyati,727356438.html",512 GB,AMD Ryzen 3,,7320U,4.0,2.40 GHz,AMD,610M,Paylaşımlı,6 GB,8 GB,3200 MHz,LPDDR5,Full HD,15.6 inç,1920x1080 px,60 Hz,IPS,Free Dos,1.63,42 Wh,12.199,5.7361364,1.972617,8.20635,0.0,8.340566,4.35813,0.0,11.543192,7.0252705,3.5552793,6.581994,7.9047227,7.15966,3.9022794,13.872454,4.6783223,2.5534682,10.789028,2.782673,0.0,1.8129903,2.3635385,16.588793,7.164798,4.4719424,1.5016106,6.767205,2.894389,3.8230968,2.009935,3.3789644,9.480129
"Lenovo IdeaPad Slim 3 16IAH8 83ES002FTR i5-12450H 8 GB 512 GB SSD UHD Graphics 16"" WUXGA Notebook",Lenovo,Lenovo IdeaPad 3,"https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-slim-3-16iah8-83es002ftr-i5-12450h-8-gb-512-gb-ssd-uhd-graphics-16-wuxga-notebook-fiyati,743522742.html",512 GB,Intel Core i5,12. Nesil,i5-12450H,8.0,3.3 GHz,Intel,UHD Graphics,Paylaşımlı,6 GB,8 GB,4800 MHz,LPDDR5,WUXGA,16 inç,1920x1200 px,144 Hz,IPS,Free Dos,1.74,47 Wh,17.149,11.389843,5.0386605,19.620008,0.0,4.0367904,7.295167,0.0,6.786837,2.9384263,7.1727977,10.56224,5.368481,2.5917428,4.198937,9.771352,2.2845664,7.3187375,7.4443054,4.835718,0.0,1.3846409,3.975172,6.614199,6.2940936,9.989225,4.0288434,0.99966913,5.390012,7.959098,1.6429445,0.8415552,9.083422
"Asus Vivobook S 14 S5406SA-QD205W Ultra 7 258V 32 GB 1 TB SSD Arc Graphics 14"" WUXGA Notebook",Asus,Asus Vivobook,"https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-s-14-s5406sa-qd205w-ultra-7-258v-32-gb-1-tb-ssd-arc-graphics-14-wuxga-notebook-fiyati,890362639.html",1 TB,Intel Core Ultra 7,,258V,8.0,2.20 GHz,Intel,Arc Graphics,Paylaşımlı,6 GB,32 GB,3200 MHz,LPDDR5x,WUXGA,14 inç,1920x1200 px,144 Hz,IPS,Windows 11 Home,1.3,75 Wh,49.999,8.449518,4.615186,4.95168,0.0,6.3779383,13.645885,0.0,7.010364,6.1039004,9.293897,8.669522,4.636214,3.789536,7.757418,15.814201,3.9029016,9.770009,6.5597196,5.8750305,1.7619805,0.48607275,12.347866,7.1116962,1.6722171,5.8415112,2.9830067,5.814379,2.9952383,3.460997,2.6891444,4.2180395,4.662635
"HP 250 G10 9G1E4ET i5-1334U 8 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",HP,HP 250,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-250-g10-9g1e4et-i5-1334u-8-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,953367117.html",512 GB,Intel Core i5,13. Nesil,i5-1334U,10.0,3.40 GHz,Intel,Iris Xe Graphics,Paylaşımlı,6 GB,8 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.52,41 Wh,16.799,7.567312,7.811216,13.421321,0.0,2.9468496,8.886197,0.0,1.449663,7.685193,5.2214117,10.565584,5.5196433,8.406123,0.9969234,8.985315,5.1418986,5.118827,8.419394,5.265643,0.0,5.0520954,3.4647076,9.568625,8.720893,3.788718,7.3091593,11.166481,2.9538481,10.319189,5.016431,3.999802,2.51776
"HP ProBook 460 G11 A23BTEA Ultra 7 155U 16 GB 512 GB SSD Intel Graphics 16"" WUXGA Notebook",HP,HP ProBook,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-probook-460-g11-a23btea-ultra-7-155u-16-gb-512-gb-ssd-intel-graphics-16-wuxga-notebook-fiyati,863065672.html",512 GB,Intel Core Ultra 7,,155U,12.0,1.20 GHz,Intel,Intel Graphics,Paylaşımlı,6 GB,16 GB,5600 MHz,DDR5,WUXGA,16 inç,1920x1200 px,144 Hz,IPS,Free Dos,1.74,56 Wh,34.92,7.594228,9.205188,8.827733,0.0,4.490519,12.092155,0.0,6.2022266,3.5205178,11.1568365,11.298361,4.525363,2.5475695,4.7326026,12.4637985,1.6361312,10.5580435,4.374496,5.914444,0.0,7.3854184,5.0390773,8.267365,2.8044329,5.9694242,11.6255455,5.250418,5.9445558,3.2627406,4.798801,11.460012,9.733877
"Lenovo ThinkBook 16 G4+ IAP 21CY0063TX i5-1235U 16 GB 512 GB SSD Iris Xe Graphics 16"" WUXGA Notebook",Lenovo,Lenovo ThinkBook,"https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-16-g4-iap-21cy0063tx-i5-1235u-16-gb-512-gb-ssd-iris-xe-graphics-16-wuxga-notebook-fiyati,273205171.html",512 GB,Intel Core i5,12. Nesil,i5-1235U,10.0,3.3 GHz,Intel,Iris Xe Graphics,Paylaşımlı,6 GB,16 GB,4800 MHz,LPDDR5,WUXGA,16 inç,1920x1200 px,60 Hz,IPS,Free Dos,1.8,57 Wh,26.252,12.077672,6.14207,15.285779,0.0,9.440071,6.7027526,0.0,6.679723,4.2184825,4.461878,5.6624303,1.3245602,2.4522781,4.8392305,11.993233,2.9778638,5.2767477,9.412337,3.165296,0.0,2.808553,2.4222665,6.7327185,6.268792,9.20001,6.1824665,0.0,5.879747,9.773332,1.7885587,2.0721507,9.603765
"Lenovo IdeaPad 3 14IAU7 82RJ00DETX i3-1215U 8 GB 512 GB SSD UHD Graphics 14"" Full HD Notebook",Lenovo,Lenovo IdeaPad 3,"https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-3-14iau7-82rj00detx-i3-1215u-8-gb-512-gb-ssd-uhd-graphics-14-full-hd-notebook-fiyati,388061653.html",512 GB,Intel Core i3,12. Nesil,i3-1215U,6.0,3.3 GHz,Intel,UHD Graphics,Paylaşımlı,6 GB,8 GB,3200 MHz,DDR4,Full HD,14 inç,1920x1080 px,144 Hz,TN,Free Dos,1.43,38 Wh,14.788,3.0955505,1.7859145,18.056448,0.0,3.0605524,7.2616487,0.0,7.663804,9.405906,6.1689763,10.5166025,6.587097,7.2267528,5.3464837,11.40814,4.2224936,0.332148,12.37181,1.9879036,0.0,3.6281571,2.9586887,8.958354,5.7223477,8.064637,2.4907808,9.2909,6.989108,7.554337,8.083128,2.3646271,7.6949615
"Asus Vivobook Go 15 E1504GA-NJ251 i3-N305 8 GB 256 GB SSD UHD Graphics 15.6"" Full HD Notebook",Asus,Asus Vivobook,"https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-go-15-e1504ga-nj251-i3-n305-8-gb-256-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,429603242.html",256 GB,Intel Core i3,,i3-N305,8.0,3.80 GHz,Intel,UHD Graphics,Paylaşımlı,6 GB,8 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,60 Hz,IPS,Free Dos,1.63,42 Wh,11.899,5.574736,3.7141957,12.391585,0.0,5.110467,10.928889,0.0,7.8232894,10.056444,4.323279,12.539919,6.0002203,10.710819,7.5956316,17.57004,3.57877,5.132391,12.79212,3.1827824,0.0,2.1625035,3.3643231,16.260181,5.1663866,5.2772565,2.002302,8.648789,2.5951326,4.131255,3.2049696,2.8834836,9.122615
"HP ProBook 440 G10 859Z5EA i7-1355U 16 GB 512 GB SSD Iris Xe Graphics 14"" Full HD Notebook",HP,HP ProBook,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-probook-440-g10-859z5ea-i7-1355u-16-gb-512-gb-ssd-iris-xe-graphics-14-full-hd-notebook-fiyati,480446613.html",512 GB,Intel Core i7,13. Nesil,i7-1355U,10.0,3.70 GHz,Intel,Iris Xe Graphics,Paylaşımlı,6 GB,16 GB,3200 MHz,DDR4,Full HD,14 inç,1920x1080 px,144 Hz,IPS,Windows 11 Professional,1.38,51 Wh,36.479,8.010854,5.0237613,3.9617405,0.0,7.199797,10.082611,0.0,0.0,6.6543736,6.1851974,9.372691,1.3984977,7.8112764,3.5806167,10.166103,5.4405103,4.4253335,5.738352,6.088774,0.0,6.0177975,5.4067082,5.144884,6.3503513,2.2543287,8.969,11.206875,5.374615,11.803221,6.2910175,4.7357163,4.1375237
Lenovo ThinkBook 16P G4 21J80032TR i7-13700H 32 GB 1 TB SSD RTX4060 16'' WQXGA Notebook,Lenovo,Lenovo ThinkBook,"https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-16p-g4-21j80032tr-i7-13700h-32-gb-1-tb-ssd-rtx4060-16-wqxga-notebook-fiyati,498172612.html",1 TB,Intel Core i7,13. Nesil,i7-13700H,14.0,3.70 GHz,NVIDIA,RTX 4060,Harici,8 GB,32 GB,5200 MHz,DDR5,WQXGA,16 inç,2560x1600 px,60 Hz,IPS,Free Dos,2.2,80 Wh,58.5,6.584466,10.066067,2.8947556,0.0,8.635895,3.1305237,0.0,3.1615758,0.24204077,7.418421,5.2653832,10.605704,7.8415537,5.3223333,7.9490175,1.577855,18.389326,1.4488751,2.3077283,4.6989374,4.034211,10.202944,6.9024706,8.167662,2.4604435,7.1495457,3.0246828,2.7582498,8.826971,4.4014044,4.621957,6.1430407
"Acer Extensa 15 EX215-54-532R NX.EGJEY.00A i5-1135G7 8 GB 512 GB SSD UHD Graphics 15.6"" Full HD Notebook",Acer,Acer Extensa 15,"https//www.akakce.com/laptop-notebook/en-ucuz-acer-extensa-15-ex215-54-532r-nx-egjey-00a-i5-1135g7-8-gb-512-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,624390901.html",512 GB,Intel Core i5,11. Nesil,i5-1135G7,4.0,2.40 GHz,Intel,UHD Graphics,Paylaşımlı,6 GB,8 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,60 Hz,IPS,Free Dos,1.7,48 Wh,16.099,5.743044,8.171047,13.123658,0.0,1.8949354,8.405932,0.0,4.341927,8.232465,1.1080129,10.187674,3.4301245,9.360669,3.8309214,12.5322695,4.3538013,7.0862536,8.956469,4.7115035,0.0,2.8721187,0.0,10.932158,4.880292,6.869709,7.4396005,9.088134,1.3190416,5.865716,2.616395,3.059049,7.1102486
"HP Spectre X360 14-EU0003NT 9V2S0EA Ultra 7 155H 16 GB 1 TB SSD Arc Graphics 14"" İkisi Bir Arada Notebook",HP,HP Spectre,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-spectre-x360-14-eu0003nt-9v2s0ea-ultra-7-155h-16-gb-1-tb-ssd-arc-graphics-14-notebook-fiyati,648381142.html",1 TB,Intel Core Ultra 7,,155H,16.0,1.40 GHz,Intel,Arc Graphics,Paylaşımlı,6 GB,16 GB,3200 MHz,LPDDR5x,Full HD,14 inç,2880x1800 px,120 Hz,IPS,Windows 11 Home,1.44,68 Wh,65.999,7.133562,10.800406,0.6660836,0.0,6.3636584,12.144816,0.0,6.5750313,7.0951023,5.4528446,6.948999,3.8407114,5.019541,8.160345,14.563968,4.7333403,9.612267,6.072653,6.6796417,0.4340428,6.590936,10.1075735,10.628492,0.0,3.6174197,5.996151,6.8772106,6.4830484,5.700025,5.3213873,8.236765,3.841958
"HP ZBook Fury 16 G11 62Y02EA i9-14900HX 32 GB 1 TB SSD RTX3500 Ada 16"" WUXGA Taşınabilir İş İstasyonu",HP,HP ZBook,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-zbook-fury-16-g11-62y02ea-i9-14900hx-32-gb-1-tb-ssd-rtx3500-ada-16-wuxga-tasinabilir-is-istasyonu-fiyati,744007520.html",1 TB,Intel Core i9,14. Nesil,i9-14900HX,24.0,2.20 GHz,NVIDIA,RTX 3500 Ada,Harici,12 GB,32 GB,5600 MHz,DDR5,WUXGA,16 inç,1920x1200 px,144 Hz,IPS,Windows 11 Professional,2.35,95 Wh,147.06,10.127615,9.750509,10.321039,0.0,3.6980379,8.865629,0.0,4.054837,0.3958893,11.478,9.618504,5.137991,3.2015193,5.9920835,4.4348645,0.48551664,14.500429,0.6030458,6.69619,5.524038,6.398058,16.497538,6.526691,4.823865,3.276555,8.455584,3.0384598,1.8922853,5.4584866,2.7317386,8.522041,4.694524
"HP ProBook 460 G11 A23BKEA Ultra 5 125U 16 GB 512 GB SSD Intel Graphics 16"" WUXGA Notebook",HP,HP ProBook,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-probook-460-g11-a23bkea-ultra-5-125u-16-gb-512-gb-ssd-intel-graphics-16-wuxga-notebook-fiyati,869470311.html",512 GB,Intel Core Ultra 5,,125U,12.0,1.30 GHz,Intel,Intel Graphics,Paylaşımlı,6 GB,16 GB,5600 MHz,DDR5,WUXGA,16 inç,1920x1200 px,144 Hz,IPS,Free Dos,1.74,56 Wh,27.499,9.282255,7.4867425,6.9677567,0.0,7.3033724,12.332676,0.0,4.4268484,1.4702828,12.7871,10.400467,3.741327,2.0975485,4.4104495,12.736002,2.5760357,8.946241,3.7480752,7.27656,0.0,6.9861937,4.8797255,8.502842,7.0172057,4.247522,12.768473,5.1416316,4.703594,7.345294,4.3236413,10.590289,12.15173
"Casper Nirvana X600.155H-BV00X-G-F Ultra 7 155H 16 GB 500 GB SSD Arc Graphics 15.6"" Full HD Notebook",Casper,Casper Nirvana,"https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-155h-bv00x-g-f-ultra-7-155h-16-gb-500-gb-ssd-arc-graphics-15-6-full-hd-notebook-fiyati,891399487.html",500 GB,Intel Core Ultra 7,,155H,16.0,1.40 GHz,Intel,Arc Graphics,Paylaşımlı,6 GB,16 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.6,38 Wh,30.299,5.9824753,5.6444116,5.1752257,0.0,6.6562605,6.1720586,0.0,4.687651,9.6659355,6.4810295,6.6101565,7.390039,11.284575,4.6154947,14.311146,3.7368488,10.343908,8.717058,1.2988207,0.0,6.4068594,6.984907,7.6906962,2.5144174,5.116971,4.291513,13.45261,9.195034,5.12512,9.055954,4.5264964,5.4892216
"Casper Nirvana X600.7430-BF00X-G-F Ryzen 5 7430U 16 GB 1 TB SSD Radeon Graphics 15.6"" Full HD Notebook",Casper,Casper Nirvana,"https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-7430-bf00x-g-f-ryzen-5-7430u-16-gb-1-tb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,914973541.html",1 TB,AMD Ryzen 5,,7430U,6.0,2.30 GHz,AMD,Radeon Graphics,Paylaşımlı,6 GB,16 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.6,38 Wh,16.499,5.7484694,5.815057,8.619878,0.0,4.2590127,2.995995,0.0,9.35599,10.280914,6.367411,6.0500646,6.794386,7.551562,6.8071713,11.038384,5.1444473,5.806045,10.859377,1.7443123,0.0,10.5304,12.536599,10.990446,0.0,4.8650937,0.7050395,11.972724,9.095488,4.5640416,8.646053,8.919202,5.8964076
"Lenovo V15 G4 AMN 82YU00QYTX Ryzen 5 7520U 16 GB 512 GB SSD Radeon 610M 15.6"" Full HD Notebook",Lenovo,Lenovo V15,"https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-g4-82yu00qytx-ryzen-5-7520u-16-gb-512-gb-ssd-radeon-610m-15-6-full-hd-notebook-fiyati,143163070.html",512 GB,AMD Ryzen 5,,7520U,4.0,2.80 GHz,AMD,610M,Paylaşımlı,6 GB,16 GB,4800 MHz,LPDDR5,Full HD,15.6 inç,1920x1080 px,144 Hz,TN,Free Dos,1.65,38 Wh,19.999,5.901866,3.353019,13.4288435,0.0,4.2235913,2.74124,0.0,9.939294,5.754399,9.026836,8.606024,10.176312,3.019423,2.797518,11.412422,2.6847486,1.9195408,11.543983,3.5592659,0.0,5.7166767,2.7444034,12.769227,4.0085816,4.804748,0.32984838,4.7887564,11.226892,6.8517437,6.8963556,5.678567,9.629507
"HP EliteBook G10 8A3Z7EA Ryzen 9 7940HS 32 GB 1 TB SSD Radeon 780M 16"" WUXGA Notebook",HP,HP EliteBook,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-g10-8a3z7ea-ryzen-9-7940hs-32-gb-1-tb-radeon-780m-16-wuxga-notebook-fiyati,351686846.html",1 TB,AMD Ryzen 9,,7940HS,8.0,4.00 GHz,AMD,Radeon 780M,Paylaşımlı,6 GB,32 GB,5600 MHz,DDR5,WUXGA,16 inç,1920x1200 px,144 Hz,IPS,Windows 11 Professional,1.73,60 Wh,59.233,6.95672,3.751687,4.0259247,0.0,0.31889528,7.1385307,0.0,3.1455073,1.503618,11.498117,12.157693,6.6901913,1.9544668,5.651027,10.247029,0.17715505,10.962107,0.62639344,7.1953826,0.5478166,4.3221626,14.717947,9.344341,2.2649024,3.191275,6.0346284,6.563321,3.5607553,3.7413886,1.7476839,8.164617,10.518086
"Asus Vivobook Go 15 E1504FA-NJ072W Ryzen 3 7320U 8 GB 256 GB SSD Radeon Graphics 15.6"" Full HD Notebook",Asus,Asus Vivobook,"https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-go-15-e1504fa-nj072w-ryzen-3-7320u-8-gb-256-gb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,383299473.html",256 GB,AMD Ryzen 3,,7320U,4.0,2.40 GHz,AMD,Radeon Graphics,Paylaşımlı,6 GB,8 GB,3200 MHz,LPDDR5,Full HD,15.6 inç,1920x1080 px,60 Hz,IPS,Windows 11 Home,1.63,42 Wh,13.781,7.6075397,1.6823721,4.994297,0.0,8.092345,6.5400248,0.0,11.726439,8.203767,3.0699706,7.6663957,7.519723,6.5332065,4.984263,16.175137,5.2985735,3.558816,10.67527,4.5126514,0.0,0.0,6.6321516,17.503866,4.8599014,4.2914295,0.0,7.2731004,2.6787033,3.276466,0.05535129,2.3963082,6.641942
"HP 250 G10 8A539EA i5-1335U 8 GB 512 GB SSD MX550 15.6"" Full HD Notebook",HP,HP 250,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-250-g10-8a539ea-i5-1335u-8-gb-512-gb-ssd-mx550-15-6-full-hd-notebook-fiyati,409384934.html",512 GB,Intel Core i5,13. Nesil,i5-1335U,10.0,3.40 GHz,NVIDIA,MX550,Harici,2 GB,8 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.52,60 Wh,23.73,7.6940007,5.461137,14.125109,0.0,4.8024483,4.4780607,0.0,2.5692587,4.877531,3.5505495,12.945599,4.704257,10.068132,2.9010854,1.6210372,4.33292,5.975887,3.4042325,4.120695,0.0,4.303766,5.975429,6.7930675,9.369064,4.241363,7.3886743,7.541001,2.1864877,10.04328,2.2095692,2.3647509,1.7583483
"Lenovo ThinkBook 16 G4+ IAP 21CY006LTR i7-1255U 16 GB 512 GB SSD Iris Xe Graphics 16"" WUXGA Notebook",Lenovo,Lenovo ThinkBook,"https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-16-g4-iap-21cy006ltr-i7-1255u-16-gb-512-gb-ssd-iris-xe-graphics-16-wuxga-notebook-fiyati,524450211.html",512 GB,Intel Core i7,12. Nesil,i7-1255U,10.0,3.50 GHz,Intel,Iris Xe Graphics,Paylaşımlı,6 GB,16 GB,4800 MHz,LPDDR5,WUXGA,16 inç,1920x1200 px,60 Hz,IPS,Free Dos,1.8,57 Wh,28.799,9.1153,2.9874167,7.4844804,0.0,9.122831,6.6662273,0.0,4.7118044,2.9140658,5.6553783,3.7449455,1.9997444,3.7621303,3.951678,14.30574,2.303107,5.3501363,7.9743376,4.4289603,0.0,1.3699101,0.97342235,7.8403864,7.5815845,6.515628,5.8985167,3.553352,4.7173653,10.188889,3.472595,1.7786041,12.318611
"Asus Vivobook 15 F1502ZA-EJ1534 i5-1235U 8 GB 512 GB SSD UHD Graphics 15.6"" Full HD Notebook",Asus,Asus Vivobook,"https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-15-f1502za-ej1534-i5-1235u-8-gb-512-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,531752594.html",512 GB,Intel Core i5,12. Nesil,i5-1235U,10.0,3.3 GHz,Intel,UHD Graphics,Paylaşımlı,6 GB,8 GB,3200 MHz,DDR4,Full HD,15.6 inç,1920x1080 px,60 Hz,IPS,Free Dos,1.7,42 Wh,16.9,8.1386385,5.405159,17.71125,0.0,7.1148705,8.994682,0.0,7.782075,9.236973,1.2010822,10.639743,3.6117537,10.789338,6.7347608,11.358278,5.3625016,5.418955,11.762212,3.9998598,0.0,3.236501,2.974225,11.568758,6.608122,8.521727,3.9903176,7.1703835,2.2648914,8.087514,2.8175664,1.2845465,7.2261763
"HP EliteBook 640 G11 A23E2EA Ultra 7 155U 16 GB 512 GB SSD Intel Graphics 14"" WUXGA Notebook",HP,HP EliteBook,"https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-640-g11-ultra-7-155u-16-gb-512-gb-ssd-intel-graphics-14-wuxga-notebook-fiyati,804002803.html",512 GB,Intel Core Ultra 7,,155U,12.0,1.70 GHz,Intel,Intel Graphics,Paylaşımlı,6 GB,16 GB,5600 MHz,DDR5,WUXGA,14 inç,1920x1080 px,144 Hz,IPS,Free Dos,1.39,56 Wh,44.797,6.5053115,9.211918,8.666601,0.0,3.6157982,13.270662,0.0,5.7887383,3.9913845,10.960356,10.090536,5.3596773,1.1512635,3.6251078,13.206715,1.9564867,8.051912,6.4842296,6.909512,0.0,7.115653,4.7199793,10.480357,3.402945,3.979135,9.010718,5.6315618,5.610965,4.938274,6.3728385,10.679906,8.470226
"Huawei MateBook 14 2023 i5-1340P 16 GB 512 GB SSD Iris Xe Graphics 14"" Notebook",Huawei,Huawei MateBook,"https//www.akakce.com/laptop-notebook/en-ucuz-huawei-matebook-14-2023-i5-1340p-16-gb-512-gb-ssd-iris-xe-graphics-14-notebook-fiyati,571735367.html",512 GB,Intel Core i5,13. Nesil,i5-1340P,12.0,3.40 GHz,Intel,Iris Xe Graphics,Paylaşımlı,6 GB,16 GB,3200 MHz,LPDDR4x,Full HD,14 inç,2160x1440 px,144 Hz,IPS,Windows 11 Professional,1.49,56 Wh,31.399,10.611053,9.217334,12.936566,0.0,6.594854,11.845014,0.0,4.0013623,6.6376696,5.6643095,8.131927,2.1369684,5.132975,6.9300857,9.375268,6.3740005,8.002032,7.8087664,6.2911687,0.0,6.351261,5.6621614,4.444136,5.4054956,5.9714174,6.5194864,5.6382256,3.3255794,9.277876,5.7183647,5.596114,3.5043614
